Question Title,Question Ref. ID,Question Text,Calculated Average,Calculated Std.,Option 0 Label,Option 0 selections,Option 1 Label,Option 1 selections,Option 2 Label,Option 2 selections,Option 3 Label,Option 3 selections,Option 4 Label,Option 4 selections,Option 5 Label,Option 5 selections,Option 6 Label,Option 6 selections,Option 7 Label,Option 7 selections,Option 8 Label,Option 8 selections,Option 9 Label,Option 9 selections,Course,Term
Explanations,178,At what levels were the instructor's explanations aimed?:,4.6,0.7356469741582814,Too high,1.0,Somewhat too high,7.0,Just Right,25.0,Somewhat too low,2.0,Too low,0.0,No opinion,1.0,,,,,,,,,MATH 237,Winter 2017
Questions,179,Evaluate the instructor's treatment of students' questions:,4.2,0.8331372318284809,Excellent,15.0,Good,13.0,Satisfactory,6.0,Unsatisfactory,1.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 237,Winter 2017
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.138888888888889,0.7231983635323525,Excellent,12.0,Good,17.0,Satisfactory,7.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Winter 2017
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.166666666666667,0.7367883976130074,Excellent,13.0,Good,16.0,Satisfactory,7.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Winter 2017
Availability,182,Was the instructor available for help outside of class?:,4.1875,0.75,Available,6.0,Usually available,7.0,Sometimes available,3.0,Rarely available,0.0,Unavailable,0.0,Did not seek help,19.0,,,,,,,,,MATH 237,Winter 2017
Ability to hold Interest,184,Did you find the course interesting?,3.5294117647058822,1.079710795106504,Very interesting,11.0,Interesting,19.0,Not interesting,4.0,No opinion,2.0,,,,,,,,,,,,,MATH 237,Winter 2017
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.235294117647059,0.8896313001841718,Excellent,16.0,Good,12.0,Satisfactory,4.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 237,Winter 2017
Attendance,187,What proportion of lectures did you attend in this course?,79.44444444444444,17.678791885750638,90-100%,24.0,75-90%,5.0,50-75%,6.0,25-50%,1.0,<25%,0.0,,,,,,,,,,,MATH 237,Winter 2017
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",3.8285714285714287,1.0427823157223146,Very helpful,15.0,Helpful,19.0,Not helpful,1.0,No work assigned,0.0,,,,,,,,,,,,,MATH 237,Winter 2017
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,3.3684210526315788,0.8950807732508136,Very helpful,4.0,Helpful,14.0,Not helpful,1.0,No printed notes,12.0,,,,,,,,,,,,,MATH 237,Winter 2017
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.0,1.1071614388213236,Very helpful,17.0,Helpful,13.0,Not helpful,2.0,No text required,2.0,,,,,,,,,,,,,MATH 237,Winter 2017
New Material,191,Did the course introduce an appropriate amount of new material?,4.685714285714286,0.6311254453205737,Too much,1.0,Somewhat too much,8.0,Right amount,26.0,Somewhat too little,0.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 237,Winter 2017
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.676470588235294,0.8780345901688481,Too much,1.0,Somewhat too much,4.0,Right amount,28.0,Somewhat too little,0.0,Too little,1.0,No opinion,1.0,,,,,,,,,MATH 237,Winter 2017
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",5.333333333333333,2.461126339126632,0-2 hours,3.0,3-6 hours,24.0,7-10 hours,8.0,11-15 houts,1.0,> 15 hours,0.0,,,,,,,,,,,MATH 237,Winter 2017
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.1142512838468726,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Effectiveness,Computed effectiveness score,4.094117647058824,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Delivery,Computed delivery score,4.258611111111112,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Prep,Computed prep score,4.0101587301587305,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Attendance Percentage,Average response for attendance,79.44444444444444,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Hours/Week,Average time spent per week on work,5.333333333333333,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 237,Winter 2017
Organization,177,Evaluate the organization and coherence of the lectures:,4.098039215686274,0.8545151130503031,Excellent,19.0,Good,20.0,Satisfactory,10.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Explanations,178,At what levels were the instructor's explanations aimed?:,4.607843137254902,0.7504247163453245,Too high,1.0,Somewhat too high,7.0,Just Right,38.0,Somewhat too low,5.0,Too low,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Questions,179,Evaluate the instructor's treatment of students' questions:,4.2745098039215685,0.7504247163453247,Excellent,23.0,Good,19.0,Satisfactory,9.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.078431372549019,0.8909127287204274,Excellent,19.0,Good,20.0,Satisfactory,9.0,Unsatisfactory,3.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.117647058823529,0.8636448071639036,Excellent,20.0,Good,19.0,Satisfactory,10.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Availability,182,Was the instructor available for help outside of class?:,4.588235294117647,0.7014118687516404,Available,24.0,Usually available,6.0,Sometimes available,4.0,Rarely available,0.0,Unavailable,0.0,Did not seek help,16.0,,,,,,,,,MATH 237,Fall 2017
Ability to hold Interest,184,Did you find the course interesting?,3.5416666666666665,1.0907411755575829,Very interesting,16.0,Interesting,26.0,Not interesting,6.0,No opinion,3.0,,,,,,,,,,,,,MATH 237,Fall 2017
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.137254901960785,0.9169429173757164,Excellent,22.0,Good,17.0,Satisfactory,9.0,Unsatisfactory,3.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Attendance,187,What proportion of lectures did you attend in this course?,79.9,18.196489905967006,90-100%,33.0,75-90%,10.0,50-75%,4.0,25-50%,3.0,<25%,0.0,,,,,,,,,,,MATH 237,Fall 2017
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",4.040816326530612,1.040015698468646,Very helpful,26.0,Helpful,22.0,Not helpful,1.0,No work assigned,0.0,,,,,,,,,,,,,MATH 237,Fall 2017
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,4.064516129032258,1.0625592962581034,Very helpful,17.0,Helpful,13.0,Not helpful,1.0,No printed notes,18.0,,,,,,,,,,,,,MATH 237,Fall 2017
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.088888888888889,1.1041702401314388,Very helpful,26.0,Helpful,16.0,Not helpful,3.0,No text required,5.0,,,,,,,,,,,,,MATH 237,Fall 2017
New Material,191,Did the course introduce an appropriate amount of new material?,4.64,0.7761758689832071,Too much,3.0,Somewhat too much,9.0,Right amount,38.0,Somewhat too little,0.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.84,0.5095015571464867,Too much,1.0,Somewhat too much,5.0,Right amount,44.0,Somewhat too little,0.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 237,Fall 2017
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",5.24,2.924631496061529,0-2 hours,7.0,3-6 hours,31.0,7-10 hours,9.0,11-15 houts,3.0,> 15 hours,0.0,,,,,,,,,,,MATH 237,Fall 2017
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.114050620248099,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Effectiveness,Computed effectiveness score,4.018137254901961,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Delivery,Computed delivery score,4.333333333333333,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Prep,Computed prep score,4.086594637855142,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Attendance Percentage,Average response for attendance,79.9,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
Hours/Week,Average time spent per week on work,5.24,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 237,Fall 2017
